article_id,dataset_id,type_true,type_pred,cat_id,cat_type,cat_article_id
10.3390_v11060565,EPI1019554,Secondary,Secondary,TP,TP,TP
10.1080_19475683.2023.2226196,https://doi.org/10.15468/dl.sz5x6g,Secondary,,TP,FN,TP
10.3390_s23094491,https://doi.org/10.5281/zenodo.7871636,Primary,Primary,TP,TP,TP
10.1534_g3.119.400993,GSE132167,,Secondary,FP,FP,TP
10.1186_s12879-019-3766-0,https://doi.org/10.3947/ic.2016.48.4.274,,Primary,FP,FP,FP
10.1186_s13024-018-0254-8,GSE74615,,Secondary,FP,FP,FP
10.1038_s41396-020-00885-8,IPR009613,Secondary,Secondary,TP,TP,TP
10.7717_peerj.12422,https://doi.org/10.15468/dl.j4fe7k,Secondary,,TP,FN,TP
10.7717_peerj.13193,https://doi.org/10.6073/pasta/275ad28a2f31356cf9c2648531a16a2b,Secondary,,TP,FN,TP
10.1145_3461702.3462538,https://doi.org/10.3886/icpsr37062.v1,,Primary,TP,FP,TP
10.1145_3461702.3462538,https://doi.org/10.3886/icpsr25104.v1,Secondary,,TP,FN,TP
10.1186_s12864-019-6131-1,PRJNA292031,,Secondary,FP,FP,FP
10.1016_j.jsames.2022.103824,https://doi.org/10.5066/f7k072r7,Primary,Primary,TP,TP,TP
10.1107_s2059798322005691,https://doi.org/10.18150/xsexuf,Primary,Primary,TP,TP,TP
10.1371_journal.pcbi.1011828,E-PROT-105,Secondary,Secondary,TP,TP,TP
10.1186_s12913-018-3333-1,https://doi.org/10.1179/2046905514y.0000000115,,Primary,FP,FP,FP
10.1128_spectrum.00422-24,K02396,Secondary,Secondary,TP,TP,TP
10.3389_feart.2023.1205211,https://doi.org/10.5066/p9myl7wj,,Primary,FP,FP,TP
10.1128_JVI.01717-21,EPI_ISL_332401,Primary,,TP,FN,TP
10.17581_bp.2020.09104,https://doi.org/10.15468/dl.elq8xmaccessed26.09,,Primary,FP,FP,TP
10.1371_journal.pone.0139215,https://doi.org/10.5061/dryad.27m63.2,Primary,,FN,FN,TP
10.1186_s13568-018-0680-6,https://doi.org/10.5713/ajas.2009.80371,,Primary,FP,FP,FP
10.3390_v11060565,EPI1018210,Secondary,Secondary,TP,TP,TP
10.1371_journal.pone.0220399,https://doi.org/10.5061/dryad.8t3g361,Primary,Primary,TP,TP,TP
10.1111_mec.16743,https://doi.org/10.5061/dryad.g1jws,,Primary,FP,FP,TP
10.3133_cir1497,https://doi.org/10.5066/f7nc5zfm,,Primary,TP,FP,TP
10.1111_cas.12935,HPA042865,Secondary,Secondary,TP,TP,TP
10.1051_e3sconf_202017220004,https://doi.org/10.1051/e3sconf/202017220004,,Primary,FP,FP,FP
10.1038_s41598-020-59839-x,IPR021177,Secondary,Secondary,TP,TP,TP
10.1186_s12863-019-0790-4,SRP158951,,Secondary,FP,FP,FP
10.1128_spectrum.00422-24,K02421,,Secondary,FP,FP,TP
10.1186_s12866-020-01863-y,SRX8097933,,Secondary,FP,FP,FP
10.3390_s19030479,https://doi.org/10.2200/s00590ed1v01y201408aim029,,Primary,FP,FP,TP
10.1371_journal.pone.0212669,E-GEOD-50774,Secondary,Secondary,TP,TP,TP
10.3390_v11060565,KX000727,Secondary,Secondary,TP,TP,TP
10.1136_jitc-2021-003114,CVCL_7151,Secondary,Secondary,TP,TP,TP
10.1186_s12870-019-1632-2,SAMN10345060,,Primary,FP,FP,FP
10.1038_s41598-020-59839-x,ENSBTAG00000034501,,Secondary,FP,FP,TP
10.1038_s41396-020-00885-8,IPR006201,Secondary,Secondary,TP,TP,TP
10.1038_s41597-019-0101-y,SAMN10880016,,Primary,FP,FP,TP
10.7554_eLife.63194,PF00998,,Secondary,FP,FP,TP
10.1186_s12859-017-1952-x,https://doi.org/10.3852/14-293,,Primary,FP,FP,FP
10.3389_fcell.2020.618552,GSE92332,,Secondary,FP,FP,TP
10.1021_acsomega.3c06074,CHEMBL1257578,Secondary,Secondary,TP,TP,TP
10.1186_s12870-020-2295-8,PRJNA574257,,Secondary,FP,FP,FP
10.1186_s13104-019-4127-1,https://doi.org/10.5830/cvja-2015-065,,Primary,FP,FP,FP
10.1140_epjc_s10052-018-6033-4,https://doi.org/10.5170/cern-2011-006.313,,Primary,FP,FP,FP
10.1080_19475683.2023.2226196,https://doi.org/10.15468/dl.waw9qx,,Primary,TP,FP,TP
10.1080_21645515.2023.2189598,ENSMMUT00000047863,Secondary,Secondary,TP,TP,TP
10.1111_1365-2435.13087,https://doi.org/10.1051/forest:2007075,,Primary,FP,FP,TP
10.3390_rs12121957,https://doi.org/10.1594/pangaea.917588,Secondary,,TP,FN,TP
10.1038_s41598-021-85671-y,https://doi.org/10.7937/k9/tcia.2017.8oje5q00,Secondary,,TP,FN,TP
10.1002_ece3.9627,https://doi.org/10.5061/dryad.b8gtht7h3,Primary,Primary,TP,TP,TP
10.1038_s41597-019-0101-y,SAMN10880035,,Primary,FP,FP,TP
10.1186_s12918-018-0564-z,GSE24375,,Secondary,FP,FP,FP
10.1186_s12879-019-3766-0,https://doi.org/10.1157/13100463,,Primary,FP,FP,FP
10.1186_s12920-018-0403-5,GSE72205,,Secondary,FP,FP,FP
10.1021_acsomega.3c06074,CHEMBL390649,Secondary,Secondary,TP,TP,TP
10.7554_elife.29944,https://doi.org/10.18563/pv.36.1-4.159-233,,Primary,FP,FP,TP
10.1186_s13148-018-0581-1,BX936347,,Secondary,FP,FP,FP
10.1186_s40168-017-0338-7,PRJNA349463,,Secondary,FP,FP,FP
10.1111_cas.12935,P23142,Secondary,,FN,FN,TP
10.1186_s12885-017-3237-1,https://doi.org/10.2353/jmoldx.2010.090079,,Primary,FP,FP,FP
10.1038_s41598-020-59839-x,IPR002172,Secondary,Secondary,TP,TP,TP
10.1038_s41396-020-00885-8,PF01493,Secondary,Secondary,TP,TP,TP
10.3389_fmicb.2024.1456637,SAMN12620694,Secondary,,TP,FN,TP
10.1111_1365-2435.13087,erx045,,Secondary,FP,FP,TP
10.1128_JVI.01717-21,EPI_ISL_332395,,Secondary,TP,FP,TP
10.1371_journal.pone.0253228,https://doi.org/10.1081/pln-120014707,,Primary,FP,FP,TP
10.3389_fmicb.2024.1456637,SAMN17525956,,Primary,TP,FP,TP
10.21203_rs.3.rs-2814013_v1,https://doi.org/10.15468/dl.qv53hc,Primary,Primary,TP,TP,TP
10.3897_zoologia.36.e32053,https://doi.org/10.18473/lepi.70i4.a4,,Primary,FP,FP,FP
10.1016_j.ast.2022.107401,https://doi.org/10.1166/jcsmd.2016.1104,,Primary,FP,FP,TP
10.1080_21645515.2023.2189598,ENSMMUT00000022050,,Secondary,FP,FP,TP
10.1590_1807-3107bor-2019.vol33.0095,https://doi.org/10.2310/6130.2006.00001,,Primary,FP,FP,FP
10.1145_3461702.3462538,https://doi.org/10.3886/icpsr36120.v2,,Primary,TP,FP,TP
10.1016_j.jlp.2022.104761,https://doi.org/10.1149/1945-7111/ab6ff0,,Primary,FP,FP,TP
10.1186_s13073-019-0674-2,GSE138074,,Secondary,FP,FP,FP
10.1111_1365-2664.13136,https://doi.org/10.5061/dryad.bn7p2f5,Primary,Primary,TP,TP,TP
10.1029_2018gl078007,https://doi.org/10.1525/j.bio.2012.62.4.11,,Primary,FP,FP,TP
10.4025_actasciagron.v40i1.39392,https://doi.org/10.5897/ajb11.627,,Primary,FP,FP,FP
10.1371_journal.pcbi.1011828,PXD005693,Secondary,Secondary,TP,TP,TP
10.1186_s12864-019-5872-1,ENSDARG00000076364,,Secondary,FP,FP,FP
10.1186_s13059-018-1557-3,GSE120232,,Secondary,FP,FP,FP
10.1101_096297,PRJEB2176,,Secondary,FP,FP,TP
10.5194_se-13-1541-2022,https://doi.org/10.4401/ag-8450,,Primary,FP,FP,TP
10.1111_ejn.13855,https://doi.org/10.5281/zenodo.1158410,Primary,Primary,TP,TP,TP
10.1590_fst.36617,https://doi.org/10.7455/ijfs/6.1.2017.a10,,Primary,FP,FP,FP
10.7717_peerj.10452,SAMN16233664,Primary,Primary,TP,TP,TP
10.3389_fcimb.2024.1292467,EPI_ISL_2340575,Secondary,Secondary,TP,TP,TP
10.1186_s13072-019-0285-6,GSE73406,,Secondary,FP,FP,FP
10.1002_ecs2.4619,https://doi.org/10.25349/d9qw5x,Primary,Primary,TP,TP,TP
10.3389_fcimb.2024.1292467,EPI_ISL_10271777,Secondary,Secondary,TP,TP,TP
10.1038_s41597-019-0101-y,SAMN10880032,,Primary,FP,FP,TP
10.1128_spectrum.00422-24,K02407,Secondary,Secondary,TP,TP,TP
10.1128_JVI.01717-21,EPI_ISL_445092,Primary,,TP,FN,TP
10.3390_microorganisms8121872,CHEMBL64391,Secondary,Secondary,TP,TP,TP
10.1080_19475683.2023.2226196,https://doi.org/10.15468/dl.gtnw2a,,Primary,TP,FP,TP
10.1029_2023ea002840,https://doi.org/10.1594/pangaea.964081,Primary,Primary,TP,TP,TP
10.1128_spectrum.00422-24,K02397,Secondary,Secondary,TP,TP,TP
10.3389_fmicb.2024.1456637,SAMN12620692,Secondary,,TP,FN,TP
10.3389_fmicb.2024.1456637,SAMN12620702,Secondary,,TP,FN,TP
10.1111_evo.13972,https://doi.org/10.5061/dryad.3xsj3txbz,Primary,Primary,TP,TP,TP
10.1002_nafm.10870,https://doi.org/10.5066/p90a4ugj,,Primary,FP,FP,TP
10.1029_2023wr035126,https://doi.org/10.6073/pasta/bb935444378d112d9189556fd22a441d,Secondary,,TP,FN,TP
10.12688_f1000research.11698.1,https://doi.org/10.5256/f1000research.11698.d163783,Primary,Primary,TP,TP,TP
10.3897_jhr.96.111550,https://doi.org/10.15468/dl.4hgjbk,Primary,Primary,TP,TP,TP
10.1128_spectrum.00422-24,K02411,,Secondary,FP,FP,TP
10.1093_nar_gkp1049,PF03372,Secondary,Secondary,TP,TP,TP
10.1128_JVI.01717-21,EPI_ISL_445093,,Secondary,TP,FP,TP
10.1371_journal.pone.0212669,E-GEOD-68720,Secondary,Secondary,TP,TP,TP
10.1080_19475683.2023.2226196,https://doi.org/10.15468/dl.qgemaq,,Primary,TP,FP,TP
10.1002_esp.5090,https://doi.org/10.5066/p9353101,,Primary,TP,FP,TP
10.7554_elife.73695,https://doi.org/10.5665/sleep.3584,,Primary,FP,FP,TP
10.1371_journal.pone.0159387,PRJNA74089,Secondary,Secondary,TP,TP,TP
10.7717_peerj.13193,https://doi.org/10.6073/pasta/b23deb8e1ccf1c1413382bf911c6be19,Primary,Primary,TP,TP,TP
10.1111_acel.13089,GSE141725,,Secondary,FP,FP,TP
10.5937_bnhmb1811227u,https://doi.org/10.15468/dl.ize4xx,,Primary,TP,FP,TP
10.7554_elife.29944,PRJNA384940,,Secondary,FP,FP,TP
10.7717_peerj.11352,https://doi.org/10.7291/d11m38,Primary,Primary,TP,TP,TP
10.1371_journal.pcbi.1011828,PXD014511,Secondary,Secondary,TP,TP,TP
10.3390_v11060565,EPI1183999,Secondary,Secondary,TP,TP,TP
10.3897_neobiota.82.87455,https://doi.org/10.15468/dl.yjd4cg,Secondary,,TP,FN,TP
10.1186_s12864-019-6131-1,ERR519283,,Secondary,FP,FP,FP
10.1186_s12885-018-4229-5,https://doi.org/10.2188/jea.je20120043,,Primary,FP,FP,FP
10.1002_ece3.4466,https://doi.org/10.5061/dryad.r6nq870,Primary,Primary,TP,TP,TP
10.1038_s41598-020-59839-x,ENSOARG00000005291,,Secondary,FP,FP,TP
10.1016_j.molcel.2018.11.006,GSE89420,,Secondary,FP,FP,TP
10.7717_peerj.12422,https://doi.org/10.15468/dl.yak5vd,Secondary,,TP,FN,TP
10.1038_s41562-021-01247-w,https://doi.org/10.34973/983b-a047,Primary,Primary,TP,TP,TP
10.3390_v11060565,EPI1387245,,Secondary,TP,FP,TP
10.1186_s12864-019-5872-1,ENSDARG00000020057,,Secondary,FP,FP,FP
10.1021_acs.jcim.9b01185,https://doi.org/10.5281/zenodo.3667633,Primary,,FN,FN,FN
10.12688_f1000research.13622.1,https://doi.org/10.5256/f1000research.14799.r32906,,Primary,FP,FP,TP
10.1128_spectrum.00422-24,K02422,Secondary,Secondary,TP,TP,TP
10.1038_s41396-020-00885-8,PF00348,Secondary,Secondary,TP,TP,TP
10.3133_cir1497,https://doi.org/10.5066/p9z04lnk,Secondary,,FN,FN,TP
10.1145_3461702.3462538,https://doi.org/10.3886/icpsr30765.v1,,Primary,TP,FP,TP
10.1039_d1ee03696c,https://doi.org/10.7567/apex.6.044101,,Primary,FP,FP,TP
10.1145_3461702.3462538,https://doi.org/10.3886/icpsr25104.v1,,Primary,TP,FP,TP
10.1038_s41597-019-0101-y,SAMN10880037,,Primary,FP,FP,TP
10.1111_1365-2664.13128,https://doi.org/10.5061/dryad.n3k9f,Primary,Primary,TP,TP,TP
10.1186_s13024-018-0266-4,PXD007160,,Secondary,FP,FP,FP
10.1093_nar_gkp1049,3.30.450.40,Secondary,,FN,FN,TP
10.1371_journal.pone.0139215,https://doi.org/10.5061/dryad.27m63,Primary,Primary,TP,TP,TP
10.1186_s13068-018-1167-z,erx152,,Secondary,FP,FP,FP
10.1128_spectrum.00422-24,PF02154,Secondary,Secondary,TP,TP,TP
10.1186_s13100-019-0153-8,https://doi.org/10.3767/003158516x689657,,Primary,FP,FP,FP
10.1186_s12864-020-6657-2,SRP051959,,Secondary,FP,FP,FP
10.1111_eva.12446,https://doi.org/10.5061/dryad.7g2c9,Primary,Primary,TP,TP,TP
10.1080_21645515.2023.2189598,ENSMMUT00000017222,Secondary,Secondary,TP,TP,TP
10.1186_s13059-020-02048-6,https://doi.org/10.17504/protocols.io.3eqgjdw,,Primary,FP,FP,FP
10.1128_spectrum.00422-24,PF03748,Secondary,Secondary,TP,TP,TP
10.1371_journal.pone.0200041,https://doi.org/10.2903/sp.efsa.2016.en-1076,,Primary,FP,FP,TP
10.1111_mec.16977,https://doi.org/10.5061/dryad.4mw6m90cz,Primary,Primary,TP,TP,TP
10.1128_spectrum.00422-24,K02556,,Secondary,FP,FP,TP
10.1098_rsos.210982,https://doi.org/10.5061/dryad.fxpnvx0pn,Primary,Primary,TP,TP,TP
10.21203_rs.3.rs-3338732_v1,https://doi.org/10.5066/p9vqpe9w,Primary,Primary,TP,TP,TP
10.1111_1365-2435.13087,https://doi.org/10.5061/dryad.hs20gv7,Primary,Primary,TP,TP,TP
10.5194_amt-15-3969-2022,https://doi.org/10.5334/jors.119,,Primary,FP,FP,TP
10.3133_cir1497,https://doi.org/10.5066/f7wq01t3,Secondary,,FN,FN,TP
10.1128_JVI.01717-21,EPI_ISL_376123,,Secondary,TP,FP,TP
10.12688_f1000research.13622.1,https://doi.org/10.5256/f1000research.13622.d194235,Primary,Primary,TP,TP,TP
10.1186_s12864-019-6099-x,SRR8906254,,Secondary,FP,FP,FP
10.1101_096297,PRJNA323493,,Secondary,FP,FP,TP
10.1038_s41597-019-0101-y,SRP184152,Primary,,TP,FN,TP
10.3390_microorganisms8121872,https://doi.org/10.4014/jmb.1712.12052,,Primary,FP,FP,TP
10.1128_spectrum.00422-24,SRX23571306,,Secondary,FP,FP,TP
10.3389_fcell.2020.618552,E-MTAB-9291,,Secondary,FP,FP,TP
10.1016_j.scitotenv.2024.171850,https://doi.org/10.21894/jopr.2020.0045,,Primary,FP,FP,TP
10.1038_s41597-023-02280-2,EMPIAR-10852,Secondary,Secondary,TP,TP,TP
10.1080_21645515.2023.2189598,ENSMMUT00000042190,Secondary,Secondary,TP,TP,TP
10.3389_fmicb.2024.1456637,SAMN12620697,,Primary,TP,FP,TP
10.1073_pnas.1915395117,https://doi.org/10.6073/pasta/721fdcde85b630d1b4548b677d9b1d86,Primary,Primary,TP,TP,TP
10.1038_s41598-020-59839-x,ENSBTAG00000011038,Secondary,Secondary,TP,TP,TP
10.3133_cir1497,https://doi.org/10.5066/p92bghw1,,Primary,TP,FP,TP
10.1038_s41396-020-00885-8,IPR004981,Secondary,Secondary,TP,TP,TP
10.1186_s12870-019-1632-2,SAMN10345061,,Primary,FP,FP,FP
10.1016_j.molcel.2018.11.006,https://doi.org/10.17632/fzvwgpjx88.1,,Primary,FP,FP,TP
10.1371_journal.pone.0159387,SRX1830060,Secondary,Secondary,TP,TP,TP
10.1093_nar_gkp1049,PF00106,Secondary,Secondary,TP,TP,TP
10.1002_esp.5058,https://doi.org/10.15517/rbt.v66i3.30693,,Primary,FP,FP,TP
10.3390_v11060565,EPI954552,Secondary,Secondary,TP,TP,TP
10.3389_fcimb.2024.1292467,EPI_ISL_2340615,Secondary,Secondary,TP,TP,TP
10.1111_cas.12935,HPA008063,Secondary,Secondary,TP,TP,TP
10.1103_physrevresearch.4.023008,https://doi.org/10.5291/ill-data.5-31-2380,Primary,Primary,TP,TP,TP
10.1371_journal.pone.0159387,PRJNA16146,Secondary,Secondary,TP,TP,TP
10.1186_s13568-018-0680-6,SRP144478,,Secondary,FP,FP,FP
10.1186_s40657-020-00194-w,https://doi.org/10.5061/dryad.25f7g,,Primary,FP,FP,FP
10.3390_v11060565,EPI1104288,Secondary,Secondary,TP,TP,TP
10.1038_s41396-020-00885-8,IPR004911,Secondary,Secondary,TP,TP,TP
10.1186_s12859-016-0922-z,SRR881672,,Secondary,FP,FP,FP
10.1186_s12870-019-1632-2,SAMN10345063,,Primary,FP,FP,FP
10.1186_1471-244x-13-259,https://doi.org/10.5271/sjweh.948,,Primary,FP,FP,FP
10.3389_fcell.2020.618552,GSE33949,,Secondary,FP,FP,TP
10.1038_s41597-019-0101-y,SAMN10880018,,Primary,FP,FP,TP
10.1186_s12859-016-0922-z,SRR881852,,Secondary,FP,FP,FP
10.3133_cir1497,https://doi.org/10.5066/f7h993cz,,Primary,TP,FP,TP
10.1007_s12559-020-09751-3,https://doi.org/10.7937/k9/tcia.2015.u1x8a5nr,,Primary,TP,FP,TP
10.1186_s13024-018-0266-4,https://doi.org/10.1615/critrevimmunol.v35.i5.40,,Primary,FP,FP,FP
10.5194_essd-8-663-2016,https://doi.org/10.3103/s0145875210060116,,Primary,FP,FP,TP
10.3389_fevo.2023.1112519,https://doi.org/10.1594/pangaea.941237,,Primary,FP,FP,TP
10.1038_s41598-020-59839-x,ENSBTAG00000013718,Secondary,Secondary,TP,TP,TP
10.1128_JVI.01717-21,https://doi.org/10.2807/1560-7917.es2014.19.18.20793,,Primary,FP,FP,TP
10.1128_spectrum.00422-24,K03411,,Secondary,FP,FP,TP
10.1371_journal.pone.0159387,PRJNA74039,Secondary,Secondary,TP,TP,TP
10.1128_spectrum.00422-24,K02410,Secondary,Secondary,TP,TP,TP
10.1186_s12943-019-1017-z,GSE71651,,Secondary,FP,FP,FP
10.1186_s40168-018-0550-0,PRJEB21451,,Secondary,FP,FP,FP
10.14379_iodp.proc.390393.208.2024,https://doi.org/10.1594/pangaea.965000,Primary,Primary,TP,TP,TP
10.5194_se-13-1541-2022,https://doi.org/10.17632/n92vwbg8zt.1,,Primary,FP,FP,TP
10.1128_spectrum.00422-24,K03408,,Secondary,FP,FP,TP
10.7554_eLife.63194,ERR2135448,Secondary,Secondary,TP,TP,TP
