article_id,dataset_id,type_true,type_pred,cat_id,cat_type
10.1038_s41597-019-0101-y,SAMN10880033,,Primary,FP,FP
10.1371_journal.pone.0139215,https://doi.org/10.5061/dryad.27m63.2,Primary,,FN,FN
10.7554_eLife.72626,https://doi.org/10.1186/1752-0509-6-116,,Primary,FP,FP
10.7554_eLife.72626,https://doi.org/10.1093/nar/gkw1074,,Primary,FP,FP
10.1186_s12864-019-6131-1,PRJEB25675,,Secondary,FP,FP
10.1029_2021gl096173,https://doi.org/10.1038/s41467-018-04068-0,,Primary,FP,FP
10.7554_elife.73695,https://doi.org/10.1007/s002650050248,,Primary,FP,FP
10.1029_2023ea002840,https://doi.org/10.5194/bg-17-3511-2020,,Primary,FP,FP
10.3389_feart.2023.1205211,https://doi.org/10.1016/j.epsl.2009.08.037,,Primary,FP,FP
10.1242_bio.035071,https://doi.org/10.5061/dryad.dk5gt88,Primary,Primary,TP,TP
10.1029_2023wr035126,https://doi.org/10.1130/b30497,,Primary,FP,FP
10.1093_evolut_qpad206,https://doi.org/10.5061/dryad.d2547d87h,Primary,,FN,FN
10.1080_19475683.2023.2226196,https://doi.org/10.15468/dl.zrhwa2,Secondary,,FN,FN
10.1186_s12859-020-3415-z,Missing,Missing,,FN,FN
10.1039_d2cc00847e,https://doi.org/10.5281/zenodo.6010342,Primary,Primary,TP,TP
10.1186_s12864-018-5054-6,SRP160000,,Secondary,FP,FP
10.1186_s12859-017-1952-x,SRP079401,,Secondary,FP,FP
10.1029_2023wr035126,https://doi.org/10.1007/s00382-011-1089-y,,Primary,FP,FP
10.7554_eLife.72626,https://doi.org/10.1038/s41585-018-0014-0,,Primary,FP,FP
10.1007_s00382-022-06361-7,https://doi.org/10.1029/2018gl079071,,Primary,FP,FP
10.1186_s13104-019-4127-1,Missing,Missing,,FN,FN
10.1111_1365-2656.12382,https://doi.org/10.1111/jane.2015.84.issue-4,,Primary,FP,FP
10.1093_beheco_arw167,https://doi.org/10.5061/dryad.12np0,Primary,Primary,TP,TP
10.3762_bjoc.8.42,https://doi.org/10.1016/s0040-4020(01)96625-6,,Primary,FP,FP
10.12688_f1000research.10556.1,https://doi.org/10.5256/f1000research.10556.d148743,Primary,Primary,TP,TP
10.1111_acel.13089,GSE141725,,Secondary,FP,FP
10.1002_ecs2.4619,https://doi.org/10.1073/pnas.1900194116,,Primary,FP,FP
10.1186_s12870-018-1332-3,https://doi.org/10.13039/501100001809,,Primary,FP,FP
10.1186_s40793-015-0095-9,PRJDB2892,,Secondary,FP,FP
10.3389_feart.2023.1205211,https://doi.org/10.1002/2014gl061606,,Primary,FP,FP
10.1186_s13072-019-0285-6,PRJNA522350,,Secondary,FP,FP
10.1029_2023wr035126,https://doi.org/10.1029/2022wr032155,,Primary,FP,FP
10.1186_s40793-015-0095-9,Missing,Missing,,FN,FN
10.1007_s00382-022-06361-7,https://doi.org/10.1126/sciadv,,Primary,FP,FP
10.1002_ece3.4466,https://doi.org/10.5061/dryad.r6nq870,Primary,Primary,TP,TP
10.7554_eLife.72626,https://doi.org/10.4161/cc.21926,,Primary,FP,FP
10.1590_1678-4162-10752,Missing,Missing,,FN,FN
10.3390_v11060565,EPI1018208,Secondary,Secondary,TP,TP
10.7554_eLife.72626,https://doi.org/10.3978/j.issn.1000-9604.2016.02.04,,Primary,FP,FP
10.3390_d13010019,https://doi.org/10.1073/pnas.0408648102,,Primary,FP,FP
10.3390_microorganisms8121872,CHEMBL64391,Secondary,Secondary,TP,TP
10.1186_s12864-019-6131-1,SRR2028138,,Secondary,FP,FP
10.1098_rspb.2015.2726,https://doi.org/10.1007/s11357-012-9445-3,,Primary,FP,FP
10.1039_d1ee03696c,https://doi.org/10.1021/ja0301673,,Primary,FP,FP
10.1186_s40478-018-0655-5,https://doi.org/10.13039/501100004271,,Primary,FP,FP
10.1590_1809-9823.2007.10034,Missing,Missing,,FN,FN
10.1029_2023wr035126,https://doi.org/10.1016/0022-1694(89)90254-0,,Primary,FP,FP
10.1177_0018720820970751,https://doi.org/10.13039/501100003958,,Primary,FP,FP
10.1016_j.molcel.2018.11.006,GSE79360,,Secondary,FP,FP
10.1039_d1ee03696c,https://doi.org/10.1117/12.638649,,Primary,FP,FP
10.1186_s12864-015-2206-9,SRX862745,,Secondary,FP,FP
10.5194_tc-17-3617-2023,https://doi.org/10.24381/cds.6a6d1bc3,Secondary,,FN,FN
10.1186_s12885-018-4768-9,Missing,Missing,,FN,FN
10.1002_ejoc.202000916,https://doi.org/10.1002/ejoc.v2020.32,,Primary,FP,FP
10.7554_eLife.63194,PF02123,,Secondary,FP,FP
10.3389_feart.2023.1205211,https://doi.org/10.1190/int-2015-0143.1,,Primary,FP,FP
10.1186_s13072-019-0285-6,GSE100723,,Secondary,FP,FP
10.1002_ecs2.4619,https://doi.org/10.1890/04-138,,Primary,FP,FP
10.7554_elife.29944,https://doi.org/10.5061/dryad.8153g,Primary,Primary,TP,TP
10.1186_s40851-018-0089-8,Missing,Missing,,FN,FN
10.1029_2023wr035126,https://doi.org/10.1175/jhm-d-18-0009.1,,Primary,FP,FP
10.1029_2021gl096173,https://doi.org/10.1175/1520-0477(1997)078%3c1885:ccatpf%3e2.0.co,,Primary,FP,FP
10.7554_eLife.72626,https://doi.org/10.1093/nar/gkz1055,,Primary,FP,FP
10.3133_cir1497,https://doi.org/10.5066/p9z04lnk,Secondary,,FN,FN
10.5194_se-13-1541-2022,https://doi.org/10.1594/pangaea.938422,Primary,,FN,FN
10.1128_spectrum.00422-24,K02557,,Secondary,FP,FP
10.1111_bph.14747,https://doi.org/10.1111/(issn)1476-5381,,Primary,FP,FP
10.3389_feart.2023.1205211,https://doi.org/10.1016/s0025-3227(98)00115-7,,Primary,FP,FP
10.1186_s12859-017-1952-x,SRR1508275,,Secondary,FP,FP
10.1002_ecs2.4619,https://doi.org/10.1139/cjfas-2015,,Primary,FP,FP
10.7554_elife.73695,https://doi.org/10.1073/pnas.0900639106,,Primary,FP,FP
10.1128_spectrum.00422-24,PF03748,Secondary,Secondary,TP,TP
10.3762_bjoc.8.42,https://doi.org/10.1107/s0021889808042726,,Primary,FP,FP
10.3897_zoologia.36.e32053,https://doi.org/10.13039/501100002322,,Primary,FP,FP
10.1029_2021gl096173,https://doi.org/10.1088/1748-9326/abf686,,Primary,FP,FP
10.1140_epjds_s13688-018-0132-1,Missing,Missing,,FN,FN
10.1128_spectrum.00422-24,K03406,,Secondary,FP,FP
10.1002_cssc.202201821,https://doi.org/10.5281/zenodo.7074790,,Primary,FP,FP
10.7717_peerj.10452,PRJNA664798,Secondary,Secondary,TP,TP
10.1016_j.cpc.2024.109087,https://doi.org/10.1103/physrevlett.62.961,,Primary,FP,FP
10.1039_c9sc02930c,Missing,Missing,,FN,FN
10.3389_fmicb.2024.1456637,SAMN12620694,Secondary,,TP,FN
10.3390_d13010019,https://doi.org/10.1016/j.tree.2016.02.003,,Primary,FP,FP
10.1016_j.cpc.2024.109087,https://doi.org/10.1103/revmodphys.66.763,,Primary,FP,FP
10.1029_2023ea002840,https://doi.org/10.1038/383231a0,,Primary,FP,FP
10.1039_d0sc02676j,Missing,Missing,,FN,FN
10.1080_19475683.2023.2226196,https://doi.org/10.15468/dl.nvnscr,Secondary,,FN,FN
10.1007_s12263-014-0408-4,Missing,Missing,,FN,FN
10.12688_f1000research.4660.1,https://doi.org/10.5256/f1000research.4660.d34165,Primary,Primary,TP,TP
10.3897_neobiota.82.87455,https://doi.org/10.15468/dl.yu2xpv,Secondary,,FN,FN
10.1186_s12862-015-0558-z,https://doi.org/10.6070/h4t43r3v,,Primary,FP,FP
10.1038_s41598-020-59839-x,ENSBTAG00000021275,Secondary,Secondary,TP,TP
10.1002_ecs2.4619,https://doi.org/10.1111/gcb.12234,,Primary,FP,FP
10.1029_2023wr035126,https://doi.org/10.1002/2014gl060500,,Primary,FP,FP
10.7717_peerj.10452,SAMN16233652,Primary,Primary,TP,TP
10.1021_jacs.2c06519,https://doi.org/10.13039/501100000266,,Primary,FP,FP
10.1038_s41597-019-0101-y,SAMN10880036,,Primary,FP,FP
10.3762_bjoc.8.42,https://doi.org/10.1039/b716508k,,Primary,FP,FP
10.1002_esp.5090,https://doi.org/10.1002/(issn)1096-9837,,Primary,FP,FP
10.1107_s1600536812024269,Missing,Missing,,FN,FN
10.3390_d13010019,https://doi.org/10.2307/1941253,,Primary,FP,FP
10.1186_s13750-020-0184-0,Missing,Missing,,FN,FN
10.1145_3461702.3462538,https://doi.org/10.3886/icpsr36398.v1,,Primary,TP,FP
10.1029_2021gl096173,https://doi.org/10.1175/bams-d-15-00213,,Primary,FP,FP
10.1186_s12863-017-0513-7,https://doi.org/10.13039/100000002,,Primary,FP,FP
10.1186_s12977-015-0204-2,Missing,Missing,,FN,FN
10.3390_d13010019,https://doi.org/10.2112/1551-5036(2004)20[722:leonfo]2.0.co;2,,Primary,FP,FP
10.3390_d13010019,https://doi.org/10.5751/es-03180-140232,,Primary,FP,FP
10.1021_acsomega.3c06074,CHEMBL390649,Secondary,Secondary,TP,TP
10.1186_s12859-016-0922-z,GSE49712,,Secondary,FP,FP
10.1371_journal.pone.0070749,https://doi.org/10.5061/dryad.5q1sb.2,Primary,,FN,FN
10.1371_journal.pone.0284951,https://doi.org/10.1016/j.mri.2014.08.036,,Primary,FP,FP
10.1107_s1600536809043700,Missing,Missing,,FN,FN
10.1128_spectrum.00422-24,K02396,Secondary,Secondary,TP,TP
10.1029_2023ea002840,https://doi.org/10.1080/00401706,,Primary,FP,FP
10.1002_ecs2.4619,https://doi.org/10.1111/1365-2656.12560,,Primary,FP,FP
10.1186_s12931-019-1001-6,Missing,Missing,,FN,FN
10.1136_jitc-2021-003114,CVCL_1917,Secondary,Secondary,TP,TP
10.1038_s41396-020-00885-8,IPR029723,Secondary,Secondary,TP,TP
10.1111_cas.12935,CAB004592,Secondary,Secondary,TP,TP
10.7717_peerj.10452,SAMN16233660,Primary,Primary,TP,TP
10.1371_journal.pone.0284951,https://doi.org/10.1186/s12880-015-0068-x,,Primary,FP,FP
10.1186_s13100-019-0153-8,Missing,Missing,,FN,FN
10.1371_journal.pone.0212669,E-GEOD-64415,Secondary,Secondary,TP,TP
10.7717_peerj.11352,https://doi.org/10.7291/d11m38,Primary,Primary,TP,TP
10.12688_f1000research.13483.1,https://doi.org/10.5256/f1000research.17803.r38477,,Primary,FP,FP
10.1080_19475683.2023.2226196,https://doi.org/10.15468/dl.yc59mu,Secondary,,FN,FN
10.1128_JVI.01717-21,EPI_ISL_293288,,Secondary,TP,FP
10.12688_f1000research.13483.1,https://doi.org/10.4103/0970-2113.85685,,Primary,FP,FP
10.1016_j.cpc.2024.109087,https://doi.org/10.1143/jpsj.76,,Primary,FP,FP
10.1103_physrevresearch.4.023008,https://doi.org/10.1016/0025-5408(88)90019-0,,Primary,FP,FP
10.5194_acp-22-5701-2022,https://doi.org/10.6096/aeroclo.1774,Primary,,FN,FN
10.7554_elife.73695,https://doi.org/10.1016/j.anbehav.2015.05.025,,Primary,FP,FP
10.5194_gmd-12-4221-2019,https://doi.org/10.6075/j0k35s05,Primary,,FN,FN
10.1371_journal.pone.0159387,PRJNA74039,Secondary,Secondary,TP,TP
10.1186_s12859-016-0922-z,SRR873822,,Secondary,FP,FP
10.3390_d13010019,https://doi.org/10.1111/j.1469-8137.2009.02917.x,,Primary,FP,FP
10.3390_d13010019,https://doi.org/10.1111/j.1654-1103.2005.tb02393.x,,Primary,FP,FP
10.1055_s-0039-1693681,HPA1,,Secondary,FP,FP
10.7554_elife.73695,https://doi.org/10.5441/001/1.3q2131q5,Primary,Primary,TP,TP
10.1038_s41598-020-59839-x,ENSOARG00000012835,Secondary,Secondary,TP,TP
10.1590_1809-2950_19003927012020,Missing,Missing,,FN,FN
10.1039_c5sc01309g,Missing,Missing,,FN,FN
10.1371_journal.pone.0212669,E-GEOD-45216,Secondary,Secondary,TP,TP
10.1186_s12920-018-0379-1,GSE115601,,Secondary,FP,FP
10.1029_2020jf005675,https://doi.org/10.1002/jgrf.v125.10,,Primary,FP,FP
10.3389_fmicb.2024.1456637,SAMN09534374,,Primary,TP,FP
10.1371_journal.pone.0212669,E-GEOD-29623,Secondary,Secondary,TP,TP
10.3389_feart.2023.1205211,https://doi.org/10.1130/0091-7613(1974)2<561:idsdat>2.0.co,,Primary,FP,FP
10.1186_s40657-020-00194-w,Missing,Missing,,FN,FN
10.1107_s2059798322005691,https://doi.org/10.18150/6oxplo,Primary,Primary,TP,TP
10.1029_2023ea002840,https://doi.org/10.1038/ncomms5631,,Primary,FP,FP
10.1107_s2414314619012446,Missing,Missing,,FN,FN
10.1107_s2059798322005691,https://doi.org/10.18150/wefsc9,Primary,Primary,TP,TP
10.1186_s13024-018-0266-4,GSE65067,,Secondary,FP,FP
10.12688_f1000research.10556.1,https://doi.org/10.5256/f1000research.10556.d148744,Primary,Primary,TP,TP
10.1107_s1600536812046892,Missing,Missing,,FN,FN
10.7554_elife.73695,https://doi.org/10.1111/j.1469-7998.2006.00139.x,,Primary,FP,FP
10.1128_JVI.01717-21,EPI_ISL_291131,Primary,,TP,FN
10.1080_19475683.2023.2226196,https://doi.org/10.15468/dl.92jj3s,Secondary,,FN,FN
10.1186_s12866-020-01863-y,SRX8097933,,Secondary,FP,FP
10.3389_fmicb.2024.1456637,SAMN12620692,,Primary,TP,FP
10.1371_journal.pone.0212669,E-GEOD-28654,Secondary,Secondary,TP,TP
10.1107_s1600536811003163,Missing,Missing,,FN,FN
10.1103_physrevresearch.4.023008,https://doi.org/10.1103/physrevb.101.104406,,Primary,FP,FP
10.1021_acsomega.3c06074,https://doi.org/10.13039/501100015732,,Primary,FP,FP
10.7554_eLife.72626,https://doi.org/10.1007/bf02631333,,Primary,FP,FP
10.1098_rspb.2015.2726,https://doi.org/10.1016/j.cub.2008.01.021,,Primary,FP,FP
10.1186_s12859-016-0922-z,SRR950080,,Secondary,FP,FP
10.1371_journal.pone.0159387,PRJNA20133,Secondary,Secondary,TP,TP
10.1002_ecs2.4619,https://doi.org/10.1007/s00027-020-00728-w,,Primary,FP,FP
10.1371_journal.pone.0159387,PRJNA293,Secondary,Secondary,TP,TP
10.1007_s00382-022-06361-7,https://doi.org/10.1175/2010mwr3596.1,,Primary,FP,FP
10.12688_f1000research.13622.1,https://doi.org/10.5256/f1000research.14799.r32906,,Primary,FP,FP
10.3390_v11060565,EPI1018205,Secondary,Secondary,TP,TP
10.3389_fmicb.2024.1456637,SAMN08199278,,Primary,TP,FP
10.1016_j.cpc.2024.109087,https://doi.org/10.1007/bf00655090,,Primary,FP,FP
10.3389_fmicb.2024.1456637,SAMN17525956,,Primary,TP,FP
10.7554_elife.29944,PRJNA384940,,Secondary,FP,FP
10.1029_2022gl100473,https://doi.org/10.1016/0040-1951(93)90259-m,,Primary,FP,FP
10.3390_d13010019,https://doi.org/10.1016/j.ncon.2015.11.001,,Primary,FP,FP
10.1111_eva.12768,https://doi.org/10.5061/dryad.rf79641,Primary,Primary,TP,TP
10.1007_s00382-022-06361-7,https://doi.org/10.6075/j0154,,Primary,FP,FP
10.7717_peerj.12422,https://doi.org/10.15468/dl.j4fe7k,Secondary,,TP,FN
10.1186_s12864-019-6099-x,https://doi.org/10.13039/501100001665,,Primary,FP,FP
10.3389_feart.2023.1205211,https://doi.org/10.1016/s0016-7037(03)00128-5,,Primary,FP,FP
10.1080_21645515.2023.2189598,ENSMMUT00000042190,Secondary,,FN,FN
10.1029_2023wr035126,https://doi.org/10.1007/s10533-006-9041-7,,Primary,FP,FP
10.1016_j.cpc.2024.109087,https://doi.org/10.1143/jpsj.73.3135,,Primary,FP,FP
10.1145_3461702.3462538,https://doi.org/10.3886/icpsr35035.v1,Secondary,,TP,FN
10.1038_s41597-019-0101-y,SAMN10880035,,Primary,FP,FP
10.5194_acp-22-5701-2022,https://doi.org/10.6096/aeroclo.1754,Secondary,,FN,FN
10.7554_elife.73695,https://doi.org/10.2147/nss.s54036,,Primary,FP,FP
10.3390_d13010019,https://doi.org/10.1038/nature06503,,Primary,FP,FP
10.1002_ejoc.202000139,Missing,Missing,,FN,FN
10.7554_eLife.72626,https://doi.org/10.1002/jcb.22162,,Primary,FP,FP
10.1111_eva.12446,https://doi.org/10.5061/dryad.7g2c9,Primary,Primary,TP,TP
10.1038_s41598-020-59839-x,NM_001078656,Secondary,Secondary,TP,TP
10.12688_f1000research.13483.1,https://doi.org/10.5194/acp-17-6503-2017,,Primary,FP,FP
10.1029_2023ea002840,https://doi.org/10.5194/bg-15-7155-2018,,Primary,FP,FP
10.3390_v11060565,EPI1184005,Secondary,Secondary,TP,TP
10.7554_elife.73695,https://doi.org/10.1093/sleep/26.1.81,,Primary,FP,FP
10.3762_bjoc.8.42,https://doi.org/10.1002/1521-3935(20000701)201:11<1200::aid-macp1200>3.0.co;2-2,,Primary,FP,FP
10.1186_s13072-019-0285-6,GSE98063,,Secondary,FP,FP
10.1021_acscentsci.1c01109,https://doi.org/10.21942/uva.17040392,Primary,Primary,TP,TP
10.1186_s12864-015-2206-9,SRX015790,,Secondary,FP,FP
10.1093_evolut_qpad206,https://doi.org/10.1093/evolut/qpad206/7411360,,Primary,FP,FP
10.3389_feart.2023.1205211,https://doi.org/10.1126/science.231.4738.561,,Primary,FP,FP
10.1186_s40478-018-0561-x,https://doi.org/10.13039/501100004563,,Primary,FP,FP
10.1186_s12868-019-0514-8,https://doi.org/10.13039/100000057,,Primary,FP,FP
10.1186_s12934-018-1005-9,Missing,Missing,,FN,FN
10.1016_j.cpc.2024.109087,https://doi.org/10.1016/j.cpc.2018.08.014,,Primary,FP,FP
10.1371_journal.pone.0159387,PRJNA167259,Secondary,Secondary,TP,TP
10.7717_peerj.10452,SAMN16233648,Primary,Primary,TP,TP
10.1007_s00382-022-06361-7,https://doi.org/10.1038/s41558-018-0140-y,,Primary,FP,FP
10.1186_s13068-018-1167-z,PRJEB25632,,Secondary,FP,FP
10.1186_s13071-016-1359-y,Missing,Missing,,FN,FN
10.1029_2023wr035126,https://doi.org/10.1029/2018wr022816,,Primary,FP,FP
10.3389_feart.2023.1205211,https://doi.org/10.5066/p9tw2x7y,,Primary,FP,FP
10.1093_bib_bbab395,https://doi.org/10.5281/zenodo.4923158,Primary,Primary,TP,TP
10.1107_s2056989015010257,Missing,Missing,,FN,FN
10.3390_d13010019,https://doi.org/10.1111/jvs.12044,,Primary,FP,FP
10.1080_13501763.2019.1630470,Missing,Missing,,FN,FN
10.3389_fcell.2020.618552,E-MTAB-7862,,Secondary,FP,FP
10.3390_d13010019,https://doi.org/10.1111/j.1541-0420.2005.00440.x,,Primary,FP,FP
10.1038_s41396-020-00885-8,PRJEB41235,,Secondary,FP,FP
10.1029_2023wr035126,https://doi.org/10.7265/n5tb14tc,,Primary,FP,FP
10.3389_feart.2023.1205211,https://doi.org/10.1029/94jb00120,,Primary,FP,FP
10.7554_eLife.72626,https://doi.org/10.1016/0046-8177(92)90108-f,,Primary,FP,FP
10.7554_elife.73695,https://doi.org/10.1093/sleep/25.1.18,,Primary,FP,FP
10.1111_cas.12935,P24821,Secondary,,FN,FN
10.1029_2019jg005297,https://doi.org/10.5066/f78s4n1v,Secondary,,FN,FN
10.1186_s12864-019-6131-1,SRR6305144,,Secondary,FP,FP
10.1007_s00382-022-06361-7,https://doi.org/10.1029/2004eo310001,,Primary,FP,FP
10.1186_s12870-019-1632-2,https://doi.org/10.13039/501100003359,,Primary,FP,FP
10.1007_s00382-022-06361-7,https://doi.org/10.1175/waf-d-13-00002,,Primary,FP,FP
10.1029_2023wr035126,https://doi.org/10.1111/j.1752-1688.2010.00482.x,,Primary,FP,FP
10.7554_elife.73695,https://doi.org/10.1038/s41598-019-45852-2,,Primary,FP,FP
10.1128_JVI.01717-21,EPI_ISL_445051,Primary,,TP,FN
10.1073_pnas.1323607111,https://doi.org/10.5061/dryad.v2t58,Primary,,FN,FN
10.1039_d0sc01197e,https://doi.org/10.13039/501100001843,,Primary,FP,FP
10.5937_bnhmb1811227u,https://doi.org/10.15468/dl.ize4xx,Secondary,,FN,FN
10.1186_s13321-017-0246-7,Missing,Missing,,FN,FN
10.3897_zoologia.36.e32053,https://doi.org/10.13039/501100003593,,Primary,FP,FP
10.1186_s12864-019-6131-1,SRR5444488,,Secondary,FP,FP
10.1186_s13024-018-0254-8,https://doi.org/10.13039/100000065,,Primary,FP,FP
10.3133_cir1497,https://doi.org/10.5066/p9fz4ojw,Secondary,,FN,FN
10.1038_s41396-020-00885-8,IPR004981,Secondary,Secondary,TP,TP
10.1016_j.molcel.2018.11.006,E-GEOD-44672,,Secondary,FP,FP
10.3389_fcimb.2024.1292467,EPI_ISL_2340626,Secondary,Secondary,TP,TP
10.1145_3461702.3462538,https://doi.org/10.3886/icpsr30770.v1,,Primary,TP,FP
10.1111_2041-210x.12453,https://doi.org/10.1111/mee3.2016.7.issue-3,,Primary,FP,FP
10.1002_ecs2.4619,https://doi.org/10.1111/gcb.13459,,Primary,FP,FP
10.1371_journal.pone.0198382,https://doi.org/10.5066/f72j69rm,Secondary,,TP,FN
10.1038_s41598-020-59839-x,ENSOARG00000005291,,Secondary,FP,FP
10.1098_rspb.2015.2726,https://doi.org/10.1038/270301a0,,Primary,FP,FP
10.1029_2023wr035126,https://doi.org/10.1088/1748-9326/ac64b4,,Primary,FP,FP
10.1111_cas.12935,P53004,Secondary,,FN,FN
10.1186_s12920-018-0379-1,https://doi.org/10.13039/100000062,,Primary,FP,FP
10.3390_rs4102923,https://doi.org/10.1594/pangaea.779748,Secondary,,TP,FN
10.1186_s13054-015-1052-0,Missing,Missing,,FN,FN
10.7554_elife.73695,https://doi.org/10.1007/978-3-319-28585-6,,Primary,FP,FP
10.1016_j.cpc.2024.109087,https://doi.org/10.1016/0003-4916(89)90359-x,,Primary,FP,FP
10.3389_feart.2023.1205211,https://doi.org/10.1016/j.epsl.2004.03.035,,Primary,FP,FP
10.1007_jhep11(2018)113,Missing,Missing,,FN,FN
10.1186_s12906-019-2769-0,Missing,Missing,,FN,FN
10.1039_d0sc03604h,https://doi.org/10.13039/501100004350,,Primary,FP,FP
10.1186_s13071-018-2842-4,https://doi.org/10.17638/datacat.liverpool.ac.uk/417,Primary,,FN,FN
10.1111_1365-2664.13136,https://doi.org/10.1111/(issn)1365-2664,,Primary,FP,FP
10.1186_s12859-017-1563-6,https://doi.org/10.13039/100009858,,Primary,FP,FP
10.1002_ece3.5395,https://doi.org/10.5441/001/1.71r7pp6q,,Primary,FP,FP
10.1016_j.dib.2023.109949,https://doi.org/10.5281/zenodo.8338991,Primary,Primary,TP,TP
10.7554_eLife.72626,https://doi.org/10.1038/nrm.2017.20,,Primary,FP,FP
10.1029_2023ea002840,https://doi.org/10.1029/2020gb006568,,Primary,FP,FP
10.1039_c9ra06638a,Missing,Missing,,FN,FN
10.1021_jacs.2c06519,https://doi.org/10.25377/sussex.21184705.v1,Primary,,FN,FN
10.1038_s41598-020-59839-x,ENSBTAG00000009143,,Secondary,FP,FP
10.3133_ofr20231026,https://doi.org/10.1111/avsc.12390,,Primary,FP,FP
10.1186_s40168-018-0532-2,IPR000515,,Secondary,FP,FP
10.1007_s00382-022-06361-7,https://doi.org/10.1038/s41467-021-21708,,Primary,FP,FP
10.1029_2023ea002840,https://doi.org/10.1038/nature09739,,Primary,FP,FP
10.7554_eLife.72626,https://doi.org/10.1007/978-3-030-85633-5_18,,Primary,FP,FP
10.7554_eLife.63194,SRR2430028,Secondary,Secondary,TP,TP
10.1371_journal.pcbi.1011828,PXD010458,Secondary,Secondary,TP,TP
10.1029_2023ea002840,https://doi.org/10.1038/ngeo847,,Primary,FP,FP
10.1016_j.dib.2023.109949,https://doi.org/10.1016/j.foreco.2023.121468,,Primary,FP,FP
10.1007_s00382-022-06361-7,https://doi.org/10.1002/qj.3341,,Primary,FP,FP
10.7554_eLife.72626,https://doi.org/10.1002/prp2.149,,Primary,FP,FP
10.1002_ecs2.4619,https://doi.org/10.1111/fwb.12468,,Primary,FP,FP
10.1186_s12974-020-01860-y,GSE144193,,Secondary,FP,FP
10.1038_s41597-019-0101-y,GSE130386,,Secondary,TP,FP
10.3390_d13010019,https://doi.org/10.1111/j.1365-2745.2012.01965.x,,Primary,FP,FP
10.1177_0018720820970751,https://doi.org/10.4121/13077797,Primary,Primary,TP,TP
10.3390_v11060565,EPI954559,Secondary,Secondary,TP,TP
10.1002_mp.14424,https://doi.org/10.7937/tcia.2020.6c7ygq39,,Primary,FP,FP
10.1186_s12943-019-1017-z,GSE71651,,Secondary,FP,FP
10.1007_s00382-022-06361-7,https://doi.org/10.1175/1520-0493(1987)115%3c1083:csapol%3e2.0.co;2,,Primary,FP,FP
10.7554_eLife.72626,https://doi.org/10.3389/fgene.2016.00018,,Primary,FP,FP
10.1002_ecs2.4619,https://doi.org/10.1890/04-0619,,Primary,FP,FP
10.3133_ofr20231026,https://doi.org/10.5066/f7dz0771,Secondary,,TP,FN
10.1016_j.cpc.2024.109087,https://doi.org/10.1103/revmodphys.70.1039,,Primary,FP,FP
10.1038_s41597-019-0101-y,SAMN10880028,,Primary,FP,FP
10.1029_2023wr035126,https://doi.org/10.1002/2016wr018704,,Primary,FP,FP
10.1186_s12859-018-2263-6,GSE7895,,Secondary,FP,FP
10.1002_ecs2.4619,https://doi.org/10.1890/14-0704.1,,Primary,FP,FP
10.1145_3461702.3462538,https://doi.org/10.3886/icpsr25104.v1,,Primary,TP,FP
10.1145_3461702.3462538,https://doi.org/10.3886/icpsr34585.v1,,Primary,TP,FP
10.1186_s12859-020-3496-8,Missing,Missing,,FN,FN
10.1136_jitc-2021-003114,CVCL_7151,Secondary,Secondary,TP,TP
10.1242_dev.138545,https://doi.org/10.13039/100009619,,Primary,FP,FP
10.3389_fcell.2020.618552,E-MTAB-9290,,Secondary,FP,FP
10.1186_s12864-020-6657-2,https://doi.org/10.13039/501100001700,,Primary,FP,FP
10.7554_eLife.72626,https://doi.org/10.1371/journal.pone.0010547,,Primary,FP,FP
10.3133_ofr20201035,https://doi.org/10.3133/orf20201035,,Primary,FP,FP
10.3389_feart.2023.1205211,https://doi.org/10.1029/95jb00240,,Primary,FP,FP
10.1371_journal.pone.0212669,E-GEOD-63626,Secondary,Secondary,TP,TP
